link, likes, dislikes, level, accepted, submissions, acceptance_rate
https://leetcode.com/problems/longest-repeating-character-replacement, 3739, 145, Medium, 177213, 352003, 0.5
https://leetcode.com/problems/delete-node-in-a-bst, 4773, 145, Medium, 248861, 514001, 0.48
https://leetcode.com/problems/fraction-addition-and-subtraction, 284, 421, Medium, 27743, 53805, 0.52
https://leetcode.com/problems/human-traffic-of-stadium, 315, 467, Hard, 56278, 114808, 0.49
https://leetcode.com/problems/repeated-string-match, 1307, 887, Medium, 116976, 350166, 0.33
https://leetcode.com/problems/toeplitz-matrix, 1794, 113, Easy, 168770, 250229, 0.67
https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function, 280, 68, Hard, 11585, 27987, 0.41
https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum, 1504, 85, Medium, 50133, 95843, 0.52
https://leetcode.com/problems/maximum-frequency-stack, 2415, 40, Hard, 88963, 137560, 0.65
https://leetcode.com/problems/number-of-squareful-arrays, 618, 26, Hard, 24270, 49362, 0.49
https://leetcode.com/problems/smallest-subsequence-of-distinct-characters, 1366, 136, Medium, 32276, 58892, 0.55
https://leetcode.com/problems/design-skiplist, 361, 44, Hard, 11276, 18886, 0.6
https://leetcode.com/problems/replace-the-substring-for-balanced-string, 691, 146, Medium, 21307, 59367, 0.36
https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero, 937, 427, Easy, 123383, 160522, 0.77
https://leetcode.com/problems/reducing-dishes, 822, 132, Hard, 33064, 45572, 0.73
https://leetcode.com/problems/destination-city, 877, 58, Easy, 92350, 118963, 0.78
https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away, 362, 190, Easy, 55699, 92326, 0.6
https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows, 781, 8, Hard, 23109, 37511, 0.62
https://leetcode.com/problems/build-an-array-with-stack-operations, 425, 698, Easy, 55021, 77708, 0.71
https://leetcode.com/problems/crawler-log-folder, 423, 32, Easy, 35649, 55521, 0.64
https://leetcode.com/problems/truncate-sentence, 410, 14, Easy, 51246, 63327, 0.81
https://leetcode.com/problems/finding-the-users-active-minutes, 349, 128, Medium, 27815, 34609, 0.8
https://leetcode.com/problems/nearest-exit-from-entrance-in-maze, 317, 15, Medium, 12302, 33201, 0.37
https://leetcode.com/problems/three-divisors, 189, 14, Easy, 22936, 40717, 0.56
https://leetcode.com/problems/sum-of-beauty-in-the-array, 262, 25, Medium, 12405, 27377, 0.45
https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference, 366, 18, Hard, 4272, 17830, 0.24
https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid, 221, 44, Medium, 6599, 13468, 0.49
